label,sms
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,:-( that's not v romantic!
ham,Doing project w frens lor.
spam,"Economize on bridal lingerie at www.bridal.petticoatdreams.co.uk. A fantastic collection awaits you, with delivery across the country. Offered by WeddingFriend."
ham,Hows the champ just leaving glasgow!
spam,"07732584351 - Rodger Burns - TEXT: We've attempted to call about your SMS reply for a free Nokia mobile and camcorder. To schedule delivery for tomorrow, please call 08000930705 promptly."
spam,"Apologies, you cannot unsubscribe at this time. THE MOB package requires a minimum 54-week term. Please resubmit your request post-term. Text THEMOB HELP for details."
ham,"Yes, i'm small kid.. And boost is the secret of my energy.."
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
spam,"Block Breaker is now available in a deluxe format, featuring new enhancements and impressive graphics courtesy of T-Mobile. Purchase it for only ? by responding with GET BBDELUXE and embrace the challenge."
ham,"Babe, I need your advice"
spam,You're a winner! Claim your guaranteed prize of ?000 cash or a prize worth ?000. Reach out to our customer service team at 08714712379 anytime between 10am and 7pm. Just 10p per call.
spam,"Dorothy@kiefer.com brings a Strong-Buy from Bank of Granite. Exceptional pick for members, skyrocketing over 300%! Look for Nasdaq Symbol CDGT, offered at $5.00 per..."
ham,Will you be here for food
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
spam,Important: Attempting to contact you regarding a guaranteed ?000 prize from today's draw. Call 09058094507 from a landline. Claim using 3030. Only valid for the next 12 hours.
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Huh means computational science... Y they like dat one push here n there...
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
spam,"Indulge in HOT LIVE FANTASIES by calling 08707509020 immediately. Cost is just 20p per minute. Service offered by NTT Ltd, PO Box 1327, Croydon CR9 5WB. Regular call fees apply."
ham,He didn't see his shadow. We get an early spring yay
ham,Bring it if you got it
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,"Untrue ?50 Award Offer - Today, Vodafone numbers ending in XXXX are chosen for a ?50 reward. If yours is a match, ring 08712300220, state claim code 3100. Regular call rates apply."
spam,"Don't miss out on the January Male Sale! Hot gay chat is now more budget-friendly. Dial 08709222922. Rates as low as 1.5p/min and peak at 7.8p/min. To opt out of texts, call 08712460324 (10p/min)."
spam,Valentine's Day Exclusive! Secure more than ?000 in our quiz and enjoy an unforgettable journey with your loved one! Text 'GO' to 83600 immediately. Cost: 150p per message received. Customer Care: 08718720201.
ham,Huh but i cant go 2 ur house empty handed right?
ham,No calls..messages..missed calls
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
spam,"Ready for a thrilling night? Access authentic Dogging locations on your mobile. Be part of the UK's leading Dogging Network. Text 'PARK' to 69696. Based at Nyt. ec2a. 3lp, ?.50/message."
ham,Hey what happen de. Are you alright.
spam,"Congratulations on winning a one-year cinema pass for two! To redeem it, call 09061209465 immediately. Get ready to watch blockbuster movies such as C Suprman V, Matrix3, StarWars3, and moreï¿½all for FREE! The code for access is bx420-ip4-5we. Message rate is 150p. Ensure you don't miss out on this fantastic offer!"
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
spam,"Act now! Call 09066612661 from a landline for your complimentary 4-star Costa Del Sol vacation or ?000 in cash. Cost per minute: 150. SAE and T&Cs, Address: James 28, EH74RR."
ham,Boooo you always work. Just quit.
spam,Important notice: Our attempt to contact you is regarding a GUARANTEED ?00 prize you won last weekend. Phone 09061701851 to claim. Use K61 as your code. Validity: 12 hours.
spam,"Gain free access to our weekly ?50 competition by texting 'ENTER' to 84128 right away. Over 18s only, T&Cs at www.textcomp.com, customer care: 08712405020."
spam,"Sending this message anonymously via thesmszone.com, do you observe the potential for misuse?"
ham,K.k..how is your sister kids?
ham,Sac will score big hundred.he is set batsman:-)
spam,Opt for the best in Mobile Club: Select any high-quality mobile item. Code: 7cfca1a.
spam,You've received a new message. Call 08712400200 to check it.
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,We have pizza if u want
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
ham,? dun wan to watch infernal affair?
spam,Make a call to FREEPHONE 0800 542 0578 right now!
spam,"Bank of Granite's Strong-Buy Recommendation: An explosive pick for our members, with over 300% increase! Nasdaq symbol CDGT, currently at $5.00 per..."
spam,"Greetings! Mandy Sullivan here from HOTMIX FM. Congratulations, you've been chosen to win ?000.00 in our Easter Prize draw. To claim, please call 09041940223 before 29/03/05, or your prize will be passed on to another lucky winner"
spam,U?ï¿½ve Bin Awarded Â£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min Â£50-Â£500. OptOut 08718727870
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,", ow u dey.i paid 60,400thousad.i told  u would call ."
ham,Well I'm going to be an aunty!
ham,Me fine..absolutly fine
spam,"You won't receive further chat service texts. For Hardcore services at zero cost, text GO to 69988. If there's no result, complete Age Verification with your network and retry."
ham,Genius what's up. How your brother. Pls send his number to my skype.
spam,"Grab the January Male Sale deal! Hot gay chat is discounted. Call 08709222922 for rates starting at 1.5p/min, peaking at 7.8p/min. To cease texts, dial 08712460324 (10p/min)."
spam,"Participate in our weekly contest at no cost for a chance to win FA Cup final tickets for May 21st, 2005. Simply text 'FA' to 87121 to receive the entry question (usual texting rates apply). Terms & Conditions apply. For 18 and over, call 08452810075."
spam,"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
spam,"Winner Alert: You, a valued Vodafone customer, have been chosen for a ?50 prize. Easy collection - dial 09061743386."
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
spam,"Voucher Holder, claim your weekly offer by visiting http://www.e-tlp.co.uk/reward on your computer. Terms and conditions are applicable."
spam,"FREE initial Ringtone! Indicate REAL or POLY (e.g., REAL1). Tunes include PushButton and others. Your first tone is free, with six more available by subscribing for ? weekly."
ham,I think u have the wrong number.
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
spam,"URGENT! Your mobile number *********** WON a ?,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm."
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,"U so lousy, run already come back then half dead... Hee..."
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,If we win its really no 1 side for long time.
spam,"Regarding our offer of 750 minutes, 150 texts, and a new video phone, we tried to reach you. Call 08002988890 now or respond for free delivery tomorrow."
spam,"Missed call warning. Your phone received calls from these numbers, but no messages were recorded. One of these numbers is 07008009200."
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,&lt;#&gt;  w jetton ave if you forgot
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
spam,You've earned a SiPix Digital Camera! Simply ring 09061221066 from your landline to claim it. Anticipate delivery in 28 days.
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Oh just getting even with u.... u?
spam,Phone Germany for as little as 1 pence per minute! Connect through the access number 0844 861 85 85 from your landline. No upfront payment needed. Enjoy direct access! Learn more at www.telediscount.co.uk.
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,Huh so late... Fr dinner?
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,We're reaching out for the second time to inform you that you've won a ?00 prize. Claiming it is straightforward - just call 087104711148 immediately! Cost is 10p per minute at BT-national-rate.
spam,Only 18 days until Euro2004 begins! Receive all the latest updates and results every day. Opt-out by sending GET EURO STOP to 83222.
spam,"Claim your free top ringtone today! Join our weekly ringtone service and enjoy the first week on us. Simply send SUBPOLY to 81618. Fee: ? per week. To unsubscribe, text STOP to 08718727870."
ham,"It's ok, at least armand's still around"
ham,Oh is it? Send me the address
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
spam,"Our efforts to get in touch with you regarding our offer of a new video phone with 750 anytime, any network minutes, and HALF PRICE rental camcorder were unsuccessful. Please call 08000930705 or reply for delivery on Wednesday."
spam,"Priority Notice: You've been awarded a guaranteed ?000 with your mobile number. To claim, dial 09061790121 from a landline, reference Claim 3030. Valid for 12 hours, 150ppm"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Auntie huai juan never pick up her phone
spam,Looking for fun? Want authentic dogging locations directly on your phone? Join UK's leading dogging community. Send DOGS to 69696 now! nyt. ec2a. 3lp. Each message costs ?.50.
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
spam,"Act now! Your mobile number *********** is the WINNER of a ?,000 Bonus Caller Prize on 02/06/03! This is our 2nd try to get in touch with YOU! Call 09066362220 RIGHT AWAY! BOX97N7QP, 150ppm."
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
spam,"You have ?00 in your cash balance right now. To maximize your cash, send CASH to 86688 immediately. Each message is charged at just 150p. For Customer Care, dial 08708800282. Address: HG/Suite342/2Lands Row/W1J6HL."
spam,Explore and select your favorite Babe Videos at sms.shsex.netUN. Enter fgkslpoPW as your password.
spam,"Alert: You have won a guaranteed ?00 in today's draw. Please call 09050000460 from a landline to claim your prize. Claim code J89. PO box 245c, 2150pm."
spam,Thank you for your loyal support. This week's question could win you ?00 cash. Who's the latest US President? Send your answer to 80082.
spam,"Congratulations! You've been chosen to receive a ?50 award. Simply call claim number 09066364311 to collect your prize, specially selected for you as a valued mobile customer."
spam,"Message Termination: You will not receive further messages from the chat service. Text GO to 69988 for complimentary Hardcore services. If it fails, verify your age with your network and retry."
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for Â£3/wk
spam,"Prompt response required! Call 09066612661 from a landline to collect your no-cost 4-star holiday in Tenerife or ?0,000 cash. Terms at PO Box 3 WA14 2PX, 150ppm, for 18+. Brought to you by Hol Offer."
spam,Make affordable calls to Germany at just 1 pence per minute! Call from your fixed line using the access number 0844 861 85 85. No prepayment required. Experience direct connectivity! Visit www.telediscount.co.uk.
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
spam,"Congratulations, you're awarded a City Break and could win a ?00 shopping spree every week this summer. SMS STORE to 88039. SkillGame. T&Cs at 087147403231Winawk! For ages 16+, ?.50 weekly subscription."
ham,Hey check it da. I have listed da.
spam,Join the Sunshine Quiz Weekly Contest! A fantastic Sony DVD player is up for grabs. All you need to do is answer this: In which country did Liverpool have a midweek match? Send your answer via text to 82277. Price: ?.50. SP: Tyrone.
spam,"The highest bid at the moment is 151. To temporarily pause this auction, send a message with OUT. For any inquiries, don't hesitate to get in touch with Customer Care at 08718726270."
spam,"Cheers! You've secured 500 worth of CD vouchers or a confirmed 125 gift, plus a free spot in our 100 weekly draw. Send MUSIC to 87066."
spam,You have an amazing opportunity to claim a ?00 XMAS REWARD! Our computer has randomly selected you as one of our loyal mobile customers to receive this reward. Simply dial 09066380611.
spam,"Respond and stand a chance to win ?00 every week! Guess the professional sport Tiger Woods plays. To cancel, text STOP to 87239."
spam,"Update Alert - Get double minutes and 1000 texts with Orange plans. Receive the latest Motorola, SonyEricsson, Nokia, and Bluetooth at no cost! Contact MobileUpd8 at 08000839402 or opt-out by calling."
spam,"Here's a fact: 0A$NETWORKS empower companies to charge for SMS and hold them accountable for their 'suppliers,' similar to how a shop provides guarantees for its products. - B. G."
ham,I havent lei.. Next mon can?
spam,"URGENT! The results from last weekend's draw indicate that you've won either Â£1000 in cash or a Spanish holiday! Act now by calling 09050000332 to claim your prize. Terms and conditions apply: RSTM, SW7 3SS. Cost: 150ppm."
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I?m knackered and i?m dreading work tonight. What are thou upto tonight. X
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
ham,what is your account number?
ham,Nothing. Can...
ham,When can Ã¼ come out?
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
spam,"Celebrate! A special one-year duo cinema pass is yours. Contact 09061209465 immediately! Enjoy Superman V, Matrix3, StarWars3, etc, absolutely FREE! bx420-ip4-5we. 150pm. Seize this opportunity!"
ham,"Sorry, I'll call later"
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,"Yes obviously, but you are the eggs-pert and the potato head??Speak soon!"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,K then 2marrow are you coming to class.
spam,"Recently joined the club and haven't met you yet. Eager to see you! Do leave a message with your location today at 09099726553. A reply will follow. CARLIE x Call cost ?/min, mobile rates higher. LKPOBOX177HP51FL"
spam,"Congratulations! You've won a Nokia 3650 video camera phone. Call 09066382422 to claim. Calls cost 150ppm, average call duration is 3 minutes. Varying rates may apply from mobiles. For ages 16+. Offer ends on 30th June 2003. Post to BCM4284, London WC1N3XX."
ham,"Wat time liao, where still got."
ham,"That means you got an A in epi, she.s fine. She.s here now."
spam,"First week's FREE! Get the best Nokia tones for your mobile weekly. Just text NOKIA to 8007. Start texting and inform your friends. Visit www.getzed.co.uk. POBox 36504 W45WQ. Usual price 150p/tone, for 16+."
spam,"Don't miss the SPJanuary Male Sale! Connect with Hot Gay chat at a discounted rate by calling 08709222922. Rates now start at 1.5p/min and go up to 7.8p/min during peak times. To opt out of text messages, call 08712460324 (10p/min)."
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
spam,"It's time to celebrate! You've won a special one-year cinema pass for two. Grab your phone and call 09061209465 to claim it. Experience the excitement of watching blockbuster movies like C Suprman V, Matrix3, StarWars3, and moreï¿½all at no cost! Use access code bx420-ip4-5we. Message rate is 150p. Act now to seize this incredible opportunity!"
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
spam,"Free offer by Jamster: Grab the famous crazy frog sound! For polyphonic, send 'MAD1', for the real sound, send 'MAD2' to 88888. Get six sounds weekly for just 3 GBP. Restricted to 16+. T&Cs apply."
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
spam,Congratulations! You've been granted a SiPix Digital Camera. Please call 09061221066 from your landline to claim it. Expect delivery within 28 days.
spam,"Grab a FREE POLYPHONIC RINGTONE! Send SUPER to 87131 to receive this week's FREE POLY TONE! For over 16s, SN PoBox202 NR31 7ZS, subscription at 450p per week."
spam,"Looking for excitement? Dial 08707509020 for HOT LIVE FANTASIES at just 20p per minute. Provided by NTT Ltd, we're located at PO Box 1327 Croydon CR9 5WB. Remember, 0870 is a national rate call."
ham,Then ur sis how?
ham,So i'm doing a list of buyers.
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,Prepare to be pleasured :)
ham,I know you are serving. I mean what are you doing now.
ham,Did he just say somebody is named tampa
ham,I WILL CAL YOU SIR. In meeting
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought?braindance?a comp.ofstuff on aphex?s ;abel,u hav2hear it!c u sn xxxx"
spam,Explicit SEX in just half a minute? Contact 02073162414 now! Cost: 20p/min.
spam,"Urgent Message: Congratulations, you've won a ?000 prize in today's draw. To claim, dial 09066358361 from a landline and mention Y87. Validity: 12 hours."
ham,I tagged MY friends that you seemed to count as YOUR friends.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,On ma way to school. Can you pls send me ashley's number
spam,"Euro2004 kicks off in 18 days! Get daily updates on news and scores. To stop receiving updates, send GET EURO STOP to 83222."
ham,I am in hospital da. . I will return home in evening
spam,"Boys, eager for exclusive XXX pics on your phone? Text PORN to 69855, enjoy a free day, then pay only 50p daily. To stop, text STOPBCM SF WC1N3XX."
ham,Yo we are watching a movie on netflix
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,I can?t wait for cornwall. Hope tonight isn?t too bad as well but it?s rock night shite. Anyway i?m going for a kip now have a good night. Speak to you soon.
spam,Interested in getting laid? Looking for genuine dogging spots delivered to your phone? Be part of the biggest dogging network in the UK. Text DOGS to 69696 right away! nyt. ec2a. 3lp. Cost: ?.50 per message.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,Oh... Kay... On sat right?
ham,Ard 530 like dat lor. We juz meet in mrt station then Ã¼ dun haf to come out.
spam,"Attention required: Your number 07xxxxxxxxx won a ?,000 prize on 02/06/03. Second notice issued. Contact us immediately at 09066362231 to claim."
ham,Yes baby! We can study all the positions of the kama sutra ;)
spam,It's official! We have a winner! Mr. T. Foley has claimed an iPod! Stay excited for more amazing prizes. Stay connected on your mobile or visit www.win-82050.co.uk.
spam,"We've made efforts to contact you about your response to our video phone proposal: 750 minutes on any network, line rental at half price, and a camcorder. Kindly reply or contact 08000930705."
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,Keep my payasam there if rinu brings
spam,PRIVATE MESSAGE: We've noticed 800 un-redeemed S.I.M. points on your 2003 Account Statement for 07808 XXXXXX. Please call 08719899217 and provide Identifier Code 41685. This offer is valid until 07/11/04.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,At home by the way
spam,"Take advantage of a complimentary entry into a weekly competition for the chance to win an iPod. To enter (standard text rate), text POD to 80182. Learn more about the terms and conditions by calling 08452810073. Participants must be 18 or older."
ham,Stupid.its not possible
spam,"Victory! Being a valued member of our network has earned you a ?00 reward. To retrieve it, call 09061701444. Remember, it's valid for 24 hours only. ACL03530150PM."
spam,"Is your contract mobile about to reach 11 months? You now have the opportunity to receive the latest Motorola, Nokia, and other phones at no cost! Enjoy double minutes and texts with Orange tariffs. To request a callback, text 'YES,' or opt out from our records by texting 'NO.'"
spam,An admirer who has been keeping their feelings hidden is interested in connecting with you. Identify the person who considers you special by dialing 09058094599.
spam,"Hello, the SEXYCHAT girls are eagerly awaiting your texts. Message them now for an exciting night of chatting. To end this service, text STOP."
ham,Cos darren say Ã¼ considering mah so i ask Ã¼...
spam,"Elevate your Nokia's tone game with some eerie choices! Simply reply with the TONE TITLE you want to 8007. For instance, text TONE DRACULA to 8007 to set the mood. Titles available include GHOST, ADDAMSFA, MUNSTERS, EXORCIST, and TWILIGHT. Check them out at www.getzed.co.uk. POBox36504W45WQ. Cost: 150p."
ham,You will be in the place of that man
spam,"False ?50 Reward Notice - Selected Vodafone numbers ending in XXXX for today are eligible for a ?50 prize. Matched? Call 08712300220, use claim code 3100. Usual rates apply."
ham,jay says he'll put in  &lt;#&gt;
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,Ok u can take me shopping when u get paid =D
spam,Filthy stories and GIRLS waiting for your
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,Thanks honey. Have a great day.
ham,No objection. My bf not coming.
spam,"Engage in exciting LIVE FANTASIES, call 08707509020 now. Rate: only 20p per minute. Contact NTT Ltd, PO Box 1327, Croydon CR9 5WB, 0870."
spam,"Gay men interested in meeting up, contact 08718730555 now, for a mere 10p/min. Stop receiving texts by phoning 08712460324 (rate: 10p/min)."
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
spam,"The holiday season is coming, and you've been selected to receive either ?00 in CD gift vouchers or complimentary entry into our ?00 weekly draw. Simply send a text with MUSIC to 87066 to join. For complete terms and conditions, visit www.Ldew.com1win150ppmx3age16subscription."
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,S s..first time..dhoni rocks...
spam,"Get your hands on a FREE NOKIA Or Motorola with up to 12 months of 1/2 price line rental, 500 FREE x-net mins, and 100 texts/month. And don't forget the FREE B'tooth*. Contact Mobileupd8 at 08001950382 or call to opt out/D3WV."
spam,"We attempted to reach you regarding your response to our offer of 750 minutes, 150 texts, and a new video phone. Please call 08002988890 now or respond for free delivery tomorrow."
spam,"Your credits have been refreshed for http://www.bubbletext.com. Note that your renewal PIN is ""tgxxrz."""
spam,"Your shot at fame on a reality fantasy show! Call 08707509020 immediately, just 20p/min. Service by NTT Ltd, PO Box 1327, Croydon CR9 5WB. Calls to 0870 at national rate."
spam,"Voucher Holder, for this week's exclusive offer, please go to http://www.e-tlp.co.uk/reward on your computer. Terms and conditions are in effect."
spam,"From CDs 4u: Celebrate winning ?00 in CD vouchers or a confirmed ?25 gift plus a spot in our ?00 weekly draw. Send MUSIC to 87066. Details at www.ldew.com1win, 150p per message, for ages 16+."
spam,"Discover my most secret fantasies. Dial 09094646631 at only 60p per minute. To opt out of texts, call 08712460324 at the national rate."
ham,Well i will watch shrek in 3D!!B)
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam,Assess your uniqueness! Visit www.areyouunique.co.uk on or after August 30th.
ham,I've been trying to reach him without success
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,Cheers for the message Zogtorius. I?ve been staring at my phone for an age deciding whether to text or not.
spam,"Should you choose not to, another customer will be the recipient of the prize. Refer to www.t-c.biz for terms and conditions. You must be 18 years or older. Calls cost 150p/min. Address: Polo Ltd, Suite 373, London W1J 6HL. Feel free to call again if the line is occupied."
ham,Serious? What like proper tongued her
spam,"Kudos to ENGLAND! Access the official poly ringtone or colorful flag on your phone! Text TONE or FLAG to 84199 right away! To stop, text ENG STOP. Box39822 W111WX, costs ?.50."
ham,So u gonna get deus ex?
spam,"Make international calls to Germany at a rate of just 2p per minute when you dial 08448350055 from your BT landline. Yes, it's only 2p per minute. For additional information and terms and conditions, visit PlanetTalkInstant.com. To discontinue this service, simply send a text with 'stop.'"
spam,"Thank you for the ringtone order, reference X49. Your mobile will be billed 4.50. In case of non-arrival, please get in touch with customer services at 09065989182. From TXTstar."
spam,"Secure your tickets for Christmas and New Year's Eve at the club, on sale from 10am-8pm and on Thursday to Saturday nights this week. Be quick, they're selling out fast!"
ham,Unlimited texts. Limited minutes.
spam,"Collect your complimentary ringtone now. Just send ""MIX"" to 85069 for verification and enjoy tunes from Usher and Britney. FML, PO Box 5249, MK17 92H. Costs 450Ppw, 16+."
spam,"Guaranteed win for 07801543489: Choose from a new Nokia Phone, a 40GB iPod MP3 player, or ?00! Send 'COLLECT' to 83355. Terms at LLC NY-USA, 150p/msg, 18+"
spam,"WINNER ALERT!! As a cherished network customer, you have been selected to receive a ?00 prize reward! To collect, dial 09061701461. Claim code KL341. Valid for a mere 12 hours."
spam,"Secure Space Invaders to possibly win an original Arcade Game console. Hit 0 for the Games Arcade (standard WAP fees). Terms and settings at o2.co.uk/games, no purchase required"
ham,Really good:)dhanush rocks once again:)
ham,Life style garments account no please.
spam,Ringtone Club Update: Stay updated with the UK singles chart on your phone every week and choose from premium ringtones for free! There's no charge for this message.
spam,"If you don't, another customer will receive the prize. Terms and conditions can be found at www.t-c.biz. You must be 18 or older. The call rate is 150p/min. Polo Ltd, Suite 373, London W1J 6HL. Please redial if the line is busy."
ham,Thinkin about someone is all good. No drugs for that
ham,.Please charge my mobile when you get up in morning.
ham,What u talking bout early morning? It's almost noon where your at!
ham,Hey tmr meet at bugis 930 ?
spam,"Congratulations! You've won 500 CD vouchers or a guaranteed 125-pound gift, plus free entry into the weekly draw. Simply text MUSIC to 87066 to participate. Visit www.Ldew.com for Terms and Conditions. You must be at least 16 years old."
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
spam,"You have been specially selected to receive a ?000 award! Don't miss out, call 08712402050 before the lines close. The cost is 10ppm, and this offer is for individuals aged 16 and above. Terms and conditions apply. AG Promo."
spam,Get in on the action as more people in your area engage in dogging. Connect with like-minded individuals at 09090204448. Consider hosting your own event. There's one happening tonight. ?.50 per minute. APN LS278BB.
spam,"Your balance has reached ?00. Here's the next question: Conclude the landmark, Big, A. Bob, B. Barry, or C. Ben? Shoot a text with your choice: A, B, or C to 83738. Best wishes!"
ham,S:)s.nervous  &lt;#&gt; :)
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,K. I will sent it again
