Category,Original Message,Message 1,Message 2,Message 3,Message 4,Message 5
spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","URGENT! Your mobile number *********** WON a ?,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm.","Important! Your mobile number *********** has WON a ?,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to contact YOU! Call 09066362220 IMMEDIATELY! BOX97N7QP, 150ppm.","Act now! Your mobile number *********** is the WINNER of a ?,000 Bonus Caller Prize on 02/06/03! This is our 2nd try to get in touch with YOU! Call 09066362220 RIGHT AWAY! BOX97N7QP, 150ppm.","Don't delay! Your mobile number *********** is the lucky recipient of a ?,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 IMMEDIATELY! BOX97N7QP, 150ppm.","URGENT! Your mobile number *********** has WON a ?,000 Bonus Caller Prize on 02/06/03! This is our 2nd try to contact YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm."
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","Eerie Nokia tones 4u, reply TONE TITLE to 8007, e.g., TONE DRACULA to 8007. Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT. Visit www.getzed.co.uk. POBox36504W45WQ, 150p.","Spooky Nokia ringtones for you! Reply with TONE TITLE to 8007, e.g., TONE DRACULA to 8007. Available titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT. Check out www.getzed.co.uk. POBox36504W45WQ, 150p.","Get eerie Nokia ringtones! Reply with TONE TITLE to 8007, e.g., TONE DRACULA to 8007. Options include: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT. Explore www.getzed.co.uk. POBox36504W45WQ, 150p.","Unlock spooky Nokia ringtones! Respond with TONE TITLE to 8007, e.g., TONE DRACULA to 8007. Choices include: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT. Visit www.getzed.co.uk. POBox36504W45WQ, 150p.","Discover eerie Nokia ringtones! Text TONE TITLE to 8007, e.g., TONE DRACULA to 8007. Selections: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT. Find them at www.getzed.co.uk. POBox36504W45WQ, 150p."
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,"Exciting singles are eagerly waiting for you! Text your AGE followed by your GENDER, either M or F, e.g., 23F. For gay men, text your AGE followed by a G, e.g., 23G.","Discover sexy singles ready to mingle! Simply text your AGE followed by your GENDER, choose either M or F, e.g., 23F. For gay men, text your AGE followed by G, e.g., 23G.","Join the fun with sexy singles! Send your AGE followed by your GENDER, either M or F, e.g., 23F. If you're a gay man, text your AGE followed by G, e.g., 23G.","Get ready to meet attractive singles! Text your AGE followed by your GENDER, select either M or F, e.g., 23F. Gay men, use your AGE followed by G, e.g., 23G.","Singles are waiting to connect with you! Text your AGE and your GENDER, choose between M or F, e.g., 23F. For gay men, text your AGE followed by G, e.g., 23G"
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop","Claim your 250 SMS messages for FREE! Text OK to 84025 right away. Use web2mobile to chat with your friends and more. Join Txt250.com for just 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop.","Don't miss out! Claim 250 FREE SMS messages by texting OK to 84025 now. Use web2mobile for connecting with friends, and more. Join Txt250.com for only 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop.","Grab your 250 FREE SMS messages! Simply text OK to 84025 immediately. Use web2mobile for chatting with friends and more. Join Txt250.com for just 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop.","It's time to claim 250 FREE SMS messages! Text OK to 84025 now. Enjoy web2mobile for connecting with friends and beyond. Join Txt250.com for a mere 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop.","Act fast and claim your 250 FREE SMS messages! Send OK to 84025 without delay. Use web2mobile to chat with friends and more. Join Txt250.com for only 1.50p/week. T&C at BOX139, LA32WU. 16+. Remove txtX or stop."
spam,85233 FREE>Ringtone!Reply REAL,Receive a FREE ringtone! Just reply with REAL to 85233,Claim your FREE ringtone now! Reply with REAL to 85233.,Get a FREE ringtone by replying with REAL to 85233.,Don't miss out on a FREE ringtone! Reply with REAL to 85233.,Enjoy a FREE ringtone! Simply reply with REAL to 85233.
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,"Congratulations, ENGLAND! Get the official poly ringtone or a color flag on your mobile. Text TONE or FLAG to 84199 NOW! Opt-out by texting ENG STOP. Box39822 W111WX ?.50.","Celebrate ENGLAND's success! Grab the official poly ringtone or a color flag for your mobile. Text TONE or FLAG to 84199 NOW! To stop, text ENG STOP. Box39822 W111WX ?.50","Well done, ENGLAND! Get the official poly ringtone or a color flag on your mobile. Text TONE or FLAG to 84199 NOW! To unsubscribe, text ENG STOP. Box39822 W111WX ?.50.",Cheers to ENGLAND! Acquire the official poly ringtone or a color flag for your mobile. Text TONE or FLAG to 84199 NOW! Opt-out with ENG STOP. Box39822 W111WX ?.50.,"Final Chance! Claim your ?50 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T&Cs at SavaMob POBOX84, M263UZ. ?.00 Subs 16."
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16","Don't miss your Final Chance! Claim your ?50 worth of discount vouchers today! Text YES to 85023 right now! SavaMob offers exclusive member deals! T&Cs at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+.","Last opportunity! Seize your ?50 worth of discount vouchers today! Text YES to 85023 immediately! Enjoy member offers from SavaMob! Terms and conditions at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+.","Act now for your Final Chance! Claim your ?50 worth of discount vouchers today! Text YES to 85023 without delay! SavaMob provides member-exclusive offers! T&Cs at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+.","It's your Final Chance! Secure your ?50 worth of discount vouchers today! Text YES to 85023 instantly! Access member offers from SavaMob! Terms and conditions at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+.","Last call! Don't miss out on your ?50 worth of discount vouchers today! Text YES to 85023 now! Explore member offers from SavaMob! T&Cs at SavaMob POBOX84, M263UZ. ?.00 Subscription, 16+."
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,"PRIVATE! Your 2004 Account Statement for 07742676969 indicates 786 unredeemed Bonus Points. To claim, call 08719180248 with Identifier Code: 45239. Expires soon.","Confidential! Your 2004 Account Statement for 07742676969 reveals 786 unredeemed Bonus Points. To redeem, call 08719180248 with Identifier Code: 45239. Expires soon.","Important! Your 2004 Account Statement for 07742676969 displays 786 unredeemed Bonus Points. To collect, dial 08719180248 with Identifier Code: 45239. Expiry approaching.","URGENT! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim, call 08719180248 with Identifier Code: 45239. Expires soon.","Time-sensitive! Your 2004 Account Statement for 07742676969 lists 786 unredeemed Bonus Points. To retrieve, call 08719180248 with Identifier Code: 45239. Expiry nears."
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE","For your inclusive text credits, please go to www.comuk.net and login using *****. You can unsubscribe by sending STOP at no extra charge. For assistance, call 08700469649. PO BOX420. IP4 5WE.","To access your inclusive text credits, visit www.comuk.net and log in using *****. Unsubscribe anytime by texting STOP, at no extra cost. For help, ring 08700469649. PO BOX420. IP4 5WE.","To utilize your inclusive text credits, kindly visit www.comuk.net and log in with *****. You can unsubscribe by sending STOP, and there's no additional charge. If you need assistance, call 08700469649. PO BOX420. IP4 5WE.","To make use of your inclusive text credits, visit www.comuk.net and log in with *****. You can opt out by texting STOP, and there are no extra fees. For support, dial 08700469649. PO BOX420. IP4 5WE.","To enjoy your inclusive text credits, go to www.comuk.net and log in using *****. Unsubscribe easily by texting STOP at no added cost. If you require help, contact 08700469649. PO BOX420. IP4 5WE."
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk","FREE2DAY! Receive a sexy St George's Day pic of Jordan! Text PIC to 89080 now, don't miss out. Plus, get a saucy celeb pic every week! For more pics, visit PocketBabe.co.uk. 0870241182716. ?/week.","Act now for FREE2DAY! Get a sizzling St George's Day pic of Jordan! Text PIC to 89080 right away, and don't miss out. Also, enjoy a steamy celeb pic every week! For additional pics, go to PocketBabe.co.uk. 0870241182716. ?/week.","Don't miss FREE2DAY! Grab a hot St George's Day pic of Jordan! Text PIC to 89080 without delay. Plus, receive a provocative celeb pic every week! For extra pics, check out PocketBabe.co.uk. 0870241182716. ?/week.","Hurry for FREE2DAY! Claim a seductive St George's Day pic of Jordan! Text PIC to 89080 immediately, and don't miss it. Additionally, get a sensual celeb pic every week! For more pics, visit PocketBabe.co.uk. 0870241182716. ?/week.","It's FREE2DAY! Don't wait�get a scorching St George's Day pic of Jordan! Text PIC to 89080 now, and seize the opportunity. Plus, enjoy a tempting celeb pic every week! For additional pics, go to PocketBabe.co.uk. 0870241182716. ?/week"
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,"You're a winner! You've been specially selected to receive ?000 cash or a ?000 award. Speak to a live operator to claim by calling 087123002209, available 9 am to 7 pm. Cost 10p.","Congratulations! You've been chosen as a winner, eligible for ?000 cash or a ?000 award. Claim your prize by speaking to a live operator at 087123002209 between 9 am and 7 pm. Cost 10p.",Exciting news! You've won and are entitled to either ?000 cash or a ?000 award. Claim your prize by talking to a live operator at 087123002209 from 9 am to 7 pm. Cost 10p.,You're in luck! You've won a special prize of ?000 cash or a ?000 award. Call a live operator at 087123002209 between 9 am and 7 pm to claim. Cost 10p.,"Great news! You're a winner, and you can receive ?000 cash or a ?000 award. To claim, speak with a live operator by dialing 087123002209 from 9 am to 7 pm. Cost 10p."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","Sunshine Hols: Claim your Mediterranean holiday! Send a stamped self-addressed envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz begins this Saturday! To unsubscribe, reply with 'Stop'.","Unlock your Sunshine Hols Mediterranean vacation! Just send a self-addressed stamped envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz starts this Saturday! Opt-out with 'Stop'.","Get ready for Sunshine Hols: Your Mediterranean getaway awaits! Send a self-addressed stamped envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. The quiz kicks off this Saturday! Cancel anytime by replying 'Stop'.","Claim your Sunshine Hols Mediterranean holiday now! Simply mail a stamped self-addressed envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. The quiz starts this Saturday! To stop, reply 'Stop'.","Don't miss out on Sunshine Hols! To get your Mediterranean holiday, send a stamped self-addressed envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz begins this Saturday! Unsubscribe by replying 'Stop'."
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","Win ?00 in Music Gift Vouchers every week, starting now! Text 'DRAW' to 87066. T&Cs at www.Idew.com. SkillGame, 1Winaweek, age 16. ?50 per message subscription.","Your chance to win ?00 in Music Gift Vouchers every week has arrived! Send 'DRAW' to 87066. Terms and Conditions at www.Idew.com. SkillGame, 1Winaweek, age 16. ?50 per message subscription.","Get in the game and win ?00 in Music Gift Vouchers weekly, starting now! Text 'DRAW' to 87066. Visit www.Idew.com for T&Cs. SkillGame, 1Winaweek, age 16. ?50 per message subscription.","Unlock the opportunity to win ?00 in Music Gift Vouchers every week, starting now! Text 'DRAW' to 87066. Full terms at www.Idew.com. SkillGame, 1Winaweek, age 16. ?50 per message subscription.","Ready to win? You can score ?00 in Music Gift Vouchers every week, beginning now! Just text 'DRAW' to 87066. Check out the Terms and Conditions at www.Idew.com. SkillGame, 1Winaweek, age 16. ?50 per message subscription."
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,"Your B4U voucher for the week of 27/03 is 'MARSMS'. Visit www.B4Utele.com for discounted credit. To stop, reply with 'Stop'. For assistance, call customer care at 08717168528.","Here's your B4U voucher code for the week of 27/03: 'MARSMS'. Redeem it for discounted credit at www.B4Utele.com. To opt out, reply 'Stop'. For help, call 08717168528.","Unlock your B4U voucher for the week of 27/03: 'MARSMS'. Enjoy discounted credit at www.B4Utele.com. To unsubscribe, reply 'Stop'. For support, call 08717168528.","You've got a B4U voucher for the week of 27/03: 'MARSMS'. Redeem it for discounted credit at www.B4Utele.com. To stop these messages, reply 'Stop'. Need assistance? Call 08717168528.","Discover your B4U voucher for the week of 27/03: 'MARSMS'. Enjoy discounted credit at www.B4Utele.com. To opt out, reply 'Stop'. For customer care, call 08717168528."
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,"FreeMsg: Hey there, I'm Buffy, 25, and I love to make men happy. I'm home alone and feeling adventurous. Reply to see my PIX! QlynnBV Help08700621170150p a message. Send 'Stop' to halt texts.","FreeMsg: Hi, I'm Buffy, 25 years old, and I'm here to satisfy your desires. I'm home alone and ready for some fun. Reply for my PIX! QlynnBV Help08700621170150p per message. To stop, text 'Stop'.","FreeMsg: Hey, it's Buffy here, 25, and I'm in the mood to please. I'm alone at home and feeling frisky. Reply to view my PIX! QlynnBV Help08700621170150p per message. Send 'Stop' to end messages.","FreeMsg: Hi, I'm Buffy, 25, and I'm eager to entertain. I'm home alone and in the mood. Reply for my PIX! QlynnBV Help08700621170150p a message. To unsubscribe, text 'Stop'.","FreeMsg: Hey, I'm Buffy, 25 years old, and I'm looking to have some fun. I'm at home alone and feeling naughty. Reply to access my PIX! QlynnBV Help08700621170150p per message. To stop, text 'Stop'."
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop","Secure your Mediterranean getaway with Sunshine Hols! To obtain your holiday package, kindly send a self-addressed envelope with postage to Drinks on Us UK, PO Box 113, Bray, Wicklow, Ireland. The quiz starts this Saturday! If you'd like to opt out, just reply with 'Stop'.","Don't miss out on your chance to claim a Mediterranean vacation from Sunshine Hols! To receive your vacation details, please send a stamped self-addressed envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Ireland. The quiz kicks off this Saturday! To unsubscribe, respond with 'Stop'.","Your Mediterranean holiday awaits with Sunshine Hols! To access your vacation package, kindly send a self-addressed envelope with postage to Drinks on Us UK, PO Box 113, Bray, Wicklow, Ireland. The quiz is set to begin this Saturday! Should you wish to unsubscribe, a simple 'Stop' reply will do.","Ready for a Mediterranean escape? Sunshine Hols has you covered! To receive your holiday package, just send a self-addressed envelope with postage to Drinks on Us UK, PO Box 113, Bray, Wicklow, Ireland. The quiz starts this Saturday! To cease these messages, respond with 'Stop'.","It's time to claim your Mediterranean holiday courtesy of Sunshine Hols! To get your vacation package, send a stamped self-addressed envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Ireland. The quiz kicks off this Saturday! If you want to stop receiving these messages, reply with 'Stop'."""
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,"First week free! Get the top Nokia ringtone for your mobile. Simply text NOKIA to 87077. Start texting and spread the word to your friends. Zed POBox 36504 W45WQ, usual rate 150p per tone, 16 and older.","Enjoy a complimentary Nokia ringtone for your phone in the first week! Text NOKIA to 87077 and let your friends know. Zed POBox 36504 W45WQ, standard charge 150p per tone, for ages 16+.","No charge for the first week! Grab the number one Nokia ringtone for your mobile each week by texting NOKIA to 87077. Inform your mates too. Zed POBox 36504 W45WQ, regular price 150p/tone, suitable for 16+.","Get your mobile's first Nokia ringtone free for one week! Just text NOKIA to 87077 and share this with your peers. Zed POBox 36504 W45WQ, normal rate is 150p per tone, age 16 and above.","Your mobile can have the leading Nokia ringtone free for the initial week! Text NOKIA to 87077 and tell your friends. Zed POBox 36504 W45WQ, standard fee 150p/tone, for 16 years and older."
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary","Indulge in shopping! Could it be you winning 10K, 5K, ?00 in cash, or a ?00 travel voucher? Dial 09064011000 now. NTT PO Box CR01327BT, landline rate 150ppm, mobile rates may differ.","Keep shopping until you can't anymore! Are you the lucky one to get 10K, 5K, ?00, or a ?00 travel voucher? Contact us at 09064011000. NTT PO Box CR01327BT, standard call cost 150ppm from landlines, mobile costs vary.","Enjoy endless shopping! Might you be the recipient of 10K, 5K, ?00 cash, or a ?00 travel voucher? Ring 09064011000 immediately. NTT PO Box CR01327BT, fixed-line calls 150ppm, mobile charges differ.","Shop to your heart's content! Is it your chance to win either 10K, 5K, ?00, or a ?00 travel voucher? Make a call to 09064011000. NTT PO Box CR01327BT, cost for fixed lines 150ppm, mobiles may vary.","Don't stop shopping! Is it possible you've won 10K, 5K, ?00, or a ?00 travel voucher? Call 09064011000 right away. NTT PO Box CR01327BT, landline cost is 150ppm, mobile rates are variable."
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,"Get camera phones at no cost with line rentals starting at ?.49/month, including 750 minutes across networks. Half-price text bundle deals are also available. Dial 08001950382 or opt-out by calling/J MF.","Camera phones available for free, plus line rental as low as ?.49 per month, comes with 750 minutes for various networks. Enjoy text bundles at half the price too. Contact 08001950382 or to opt out call/J MF.","No charge for camera phones with line rentals beginning from just ?.49 monthly, including 750 mins across different networks. Discounted text bundles also on offer. Reach out to 08001950382 or opt-out call/J MF.","Complimentary camera phones with a monthly line rental of only ?.49, providing 750 minutes across various networks. Text bundles available at a 50% discount. Call 08001950382 or for opting out, call/J MF.","Offering camera phones free of charge with line rentals starting at a mere ?.49 per month, along with 750 network-wide minutes. Half-price text bundle deals are additionally available. Ring 08001950382 or to opt-out, call/J MF."
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM","Immediate attention required! Your mobile number 07xxxxxxxxx has been awarded a ?,000 bonus caller prize dated 02/06/03. We are trying to contact you for the second time. Please call 09066362231 immediately! BOX97N7QP, rate 150PPM.","Act fast! The mobile number 07xxxxxxxxx is the winner of a ?,000 caller bonus as of 02/06/03. This is our second effort to reach out to you. Urgently dial 09066362231! BOX97N7QP, cost 150PPM.","Important notice! Your phone number 07xxxxxxxxx has secured a ?,000 prize for bonus callers on 02/06/03. This message marks our second attempt to contact you. Call 09066362231 as soon as possible! BOX97N7QP, charge 150PPM.","Prompt action needed! Your cell number 07xxxxxxxxx has won a caller prize of ?,000 on 02/06/03. We are attempting to contact you for the second time. Quickly call 09066362231! BOX97N7QP, priced at 150PPM.","Urgent message! The mobile number 07xxxxxxxxx is selected for a ?,000 bonus prize dated 02/06/03. This is our second attempt to get in touch with you. Please contact 09066362231 at your earliest convenience! BOX97N7QP, rate 150PPM."
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","Immediate attention required! Collect your 4-star Costa Del Sol Holiday or ?000 prize. Dial 09050090044 now to claim. Include SAE, terms and conditions, POBox334, Stockport, SK38xh. Cost is ?.50 per minute, maximum 10 minutes.","Act quickly! Claim your 4-star holiday in Costa Del Sol or a ?000 reward. Contact 09050090044 to claim. Terms include SAE, TCs, POBox334, Stockport, SK38xh. Costs ?.50 per minute, up to 10 minutes.","Urgent notification! Your 4-star Costa Del Sol vacation or ?000 is ready for collection. Call 09050090044 immediately to claim. Remember SAE, terms and conditions, POBox334, Stockport, SK38xh. Rate ?.50/minute, limit 10 minutes.","Prompt response needed! A 4-star Costa Del Sol holiday or ?000 prize awaits you. Ring 09050090044 now to make your claim. Terms: SAE, TCs, POBox334, Stockport, SK38xh. Charging ?.50 per minute, with a 10-minute maximum.","Urgent call to action! Awaiting you is a 4-star holiday in Costa Del Sol or a ?000 cash prize. To claim, call 09050090044 now. Conditions: SAE, TCs, POBox334, Stockport, SK38xh. Call cost is ?.50 per minute, maximum duration 10 minutes."
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,"Congratulations! You're the winner of either ?000 in cash or a ?000 prize. To claim, please contact our customer service at 08714712379, available from 10am to 7pm. Call charge is 10p.","Exciting news! You've secured a guaranteed prize of ?000 cash or a ?000 value. Claim your prize by calling our customer service on 08714712379, operational from 10am to 7pm, at a 10p cost.",You're a winner! Claim your guaranteed prize of ?000 cash or a prize worth ?000. Reach out to our customer service team at 08714712379 anytime between 10am and 7pm. Just 10p per call.,"Victory is yours! You have won either ?000 cash or a ?000 prize. To collect your prize, contact customer service at 08714712379 from 10am-7pm. Phone call cost: 10p.","Claim your victory! You have earned a guaranteed ?000 in cash or a ?000 prize. Connect with our customer service at 08714712379, between 10am and 7pm. A mere 10p per call."
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120","Appreciation for your ringtone purchase, reference K718. A charge of ?.50 will be applied to your mobile. In case of non-receipt, kindly contact customer services at 09065069120.","Gratitude for ordering the ringtone, with reference number K718. Your mobile account will incur a ?.50 charge. If the ringtone doesn't reach you, please reach out to customer services at 09065069120.","Thank you for the ringtone order, under ref no. K718. Your mobile will be billed ?.50. If the tone is missing, contact customer services on 09065069120 for assistance.","We acknowledge your ringtone order, reference K718. Your mobile will face a ?.50 charge. If the tone fails to arrive, please call our customer service at 09065069120.","Your ringtone order, reference K718, is confirmed. There will be a ?.50 charge to your mobile. Should the tone not be delivered, do call customer services at 09065069120."
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!","Hey there, babe, have you forgotten about me? Be cautious, scammers are getting clever. Even though it seems like a normal Vodafone number, responding leads to premium rate messages or subscriptions. Watch out, other numbers are also employed.","Hello, darling, did you forget me? Watch out for smart scammers. This might look like an ordinary Vodafone number, but responding triggers extra premium rate messages or subscriptions. Beware of similar numbers too.","Hi sweetie, think you've forgotten me? Be aware, scammers are becoming more cunning. It appears to be a standard Vodafone number, but a response incurs additional premium rate messages or subscriptions. Also, they use other numbers. Stay alert","Hiya, babe, left me out of your thoughts? Alert: scammers are becoming more sophisticated. While this seems like a regular Vodafone number, responding will lead to premium rate messages or subscriptions. Keep an eye out for other numbers.","Hey babe, have I slipped your mind? Take note, scammers are getting more ingenious. This may look like a usual Vodafone number, but replying results in more premium rate messages or subscriptions. Also, be wary of other numbers used."
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,"Returning to work tomorrow as half-term ends! Want to see me tonight for some passionate moments before my return? Call now at 09099726481. Love, DENA. Cost: ?/min, mobile rates may vary, LKPOBOX177HP51FL.","Work resumes tomorrow with half-term concluded! How about a rendezvous tonight for some intimate excitement before I go back? Dial 09099726481 immediately. Cheers, DENA. Charges are ?/minute, additional mobile rates, LKPOBOX177HP51FL.","Half-term is over, back to the grind tomorrow! Fancy catching up tonight for a bit of romance before I return? Start chatting at 09099726481. Regards, DENA. Call rate: ?/min, plus mobile rates, LKPOBOX177HP51FL.","The break�s ending, work starts tomorrow! Meet up tonight for some sultry fun before I head back? Get in touch now at 09099726481. Yours, DENA. Calls cost ?/minute, mobile rates extra, LKPOBOX177HP51FL.","Off to work again tomorrow, half-term's done! Shall we get together tonight for a passionate encounter before my return? Chat immediately at 09099726481. Affectionately, DENA. Price: ?/minute, mobiles might be more, LKPOBOX177HP51FL."
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154","Appreciation for your ringtone order, with reference R836. A fee of ?.50 will be billed to your mobile. In case the tone doesn't arrive, please contact our customer services at 09065069154.","Thank you for placing a ringtone order, reference number R836. Your mobile account will be charged ?.50. If the ringtone fails to arrive, do call customer services at 09065069154.","Acknowledgment for your ringtone purchase, ref no. R836. Your mobile will incur a charge of ?.50. Should there be any issue with delivery, kindly reach out to customer services on 09065069154.","Grateful for your ringtone order, reference R836. Your mobile will be debited ?.50. If you do not receive your tone, feel free to call customer services at 09065069154 for assistance.","Your ringtone order is confirmed, ref R836. Expect a ?.50 charge on your mobile. If the tone hasn�t been delivered, please get in touch with customer services at 09065069154."
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,"SplashMobile offers: Select from thousands of amazing tones weekly! Note, this is a subscription service and each weekly tone is 300p. You�ve got one credit ?relax and have fun!","With SplashMobile, pick your favorite from a vast collection of great tones every week! Remember, it's a subscription service costing 300p for weekly tones. You have one credit ?enjoy it!","SplashMobile invites you to explore thousands of fantastic tones each week! This is a paid subscription service, with tones priced at 300p weekly. You currently have one credit ?so sit back and enjoy!","Choose from an extensive range of excellent tones weekly with SplashMobile! This service runs on a subscription basis, with a weekly cost of 300p per tone. You're on one credit ?just relax and delight in it!","SplashMobile presents: An array of thousands of splendid tones every week! It�s a subscription model, with each tone costing 300p weekly. You possess one credit ?time to kick back and savor it!"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,"Missed hearing from you. For a naughty conversation, dial the private line at 01223585334. If you want to see pictures of me in action, text PIX to 8552. To unsubscribe, text STOP to 8552. SAM xxx.","It's been a while since we last connected. Dial 01223585334 for some explicit chat. Interested in my revealing photos? Text PIX to 8552. To opt out, send STOP to 8552. Cheers, SAM xxx","Haven't heard from you in some time. Call 01223585334 for some risqu?talk on a private line. To see explicit pics of me, text PIX to 8552. End the service by texting STOP to 8552. Love, SAM xxx.","Been a long time since your last call. For some daring chat, reach out to 01223585334. Eager for steamy pictures? Just text PIX to 8552. To stop, text STOP to 8552. Yours, SAM xxx.","You've been quiet lately. Ring up 01223585334 for some bold and private conversations. To view my risqu?photos, text PIX to 8552. To cease receiving these, send STOP to 8552. SAM xxx."
